# X-nullcline
-0.579815 1 1 
-0.578745 0.989 1 

-0.578745 0.989 1 
-0.577656 0.978 1 

-0.577656 0.978 1 
-0.576547 0.967 1 

-0.576547 0.967 1 
-0.575417 0.956 1 

-0.575417 0.956 1 
-0.574267 0.945 1 

-0.574267 0.945 1 
-0.573096 0.934 1 

-0.573096 0.934 1 
-0.571902 0.923 1 

-0.571902 0.923 1 
-0.570686 0.912 1 

-0.570686 0.912 1 
-0.569446 0.901 1 

-0.569446 0.901 1 
-0.568183 0.89 1 

-0.568183 0.89 1 
-0.566894 0.879 1 

-0.566894 0.879 1 
-0.565581 0.868 1 

-0.565581 0.868 1 
-0.564241 0.857 1 

-0.564241 0.857 1 
-0.562874 0.846 1 

-0.562874 0.846 1 
-0.561479 0.835 1 

-0.561479 0.835 1 
-0.560056 0.824 1 

-0.560056 0.824 1 
-0.56 0.823573 1 

-0.558602 0.813 1 
-0.56 0.823573 1 

-0.558602 0.813 1 
-0.557117 0.802 1 

-0.557117 0.802 1 
-0.5556 0.791 1 

-0.5556 0.791 1 
-0.554051 0.78 1 

-0.554051 0.78 1 
-0.552469 0.769 1 

-0.552469 0.769 1 
-0.550852 0.758 1 

-0.550852 0.758 1 
-0.549199 0.747 1 

-0.549199 0.747 1 
-0.547508 0.736 1 

-0.547508 0.736 1 
-0.54578 0.725 1 

-0.54578 0.725 1 
-0.544012 0.714 1 

-0.544012 0.714 1 
-0.542203 0.703 1 

-0.542203 0.703 1 
-0.540351 0.692 1 

-0.540351 0.692 1 
-0.54 0.689941 1 

-0.538454 0.681 1 
-0.54 0.689941 1 

-0.538454 0.681 1 
-0.53651 0.67 1 

-0.53651 0.67 1 
-0.534518 0.659 1 

-0.534518 0.659 1 
-0.532478 0.648 1 

-0.532478 0.648 1 
-0.530387 0.637 1 

-0.530387 0.637 1 
-0.528243 0.626 1 

-0.528243 0.626 1 
-0.526044 0.615 1 

-0.526044 0.615 1 
-0.523787 0.604 1 

-0.523787 0.604 1 
-0.521472 0.593 1 

-0.521472 0.593 1 
-0.52 0.586154 1 

-0.519093 0.582 1 
-0.52 0.586154 1 

-0.519093 0.582 1 
-0.516646 0.571 1 

-0.516646 0.571 1 
-0.514133 0.56 1 

-0.514133 0.56 1 
-0.511549 0.549 1 

-0.511549 0.549 1 
-0.508893 0.538 1 

-0.508893 0.538 1 
-0.506161 0.527 1 

-0.506161 0.527 1 
-0.503349 0.516 1 

-0.503349 0.516 1 
-0.500455 0.505 1 

-0.500455 0.505 1 
-0.5 0.503301 1 

-0.497466 0.494 1 
-0.5 0.503301 1 

-0.497466 0.494 1 
-0.494385 0.483 1 

-0.494385 0.483 1 
-0.491209 0.472 1 

-0.491209 0.472 1 
-0.487933 0.461 1 

-0.487933 0.461 1 
-0.484553 0.45 1 

-0.484553 0.45 1 
-0.481063 0.439 1 

-0.481063 0.439 1 
-0.48 0.435718 1 

-0.477447 0.428 1 
-0.48 0.435718 1 

-0.477447 0.428 1 
-0.473705 0.417 1 

-0.473705 0.417 1 
-0.469835 0.406 1 

-0.469835 0.406 1 
-0.465829 0.395 1 

-0.465829 0.395 1 
