1 0.733204 
2 0.757009 
3 0.774606 
4 0.786258 
5 0.792317 
6 0.793134 
7 0.789036 
8 0.780396 
9 0.767713 
10 0.751668 
11 0.733069 
12 0.7127 
13 0.691122 
14 0.668522 
15 0.644652 
16 0.618897 
17 0.590467 
18 0.558693 
19 0.523385 
20 0.485102 
21 0.445226 
22 0.405716 
23 0.368637 
24 0.33566 
25 0.307752 
26 0.285124 
27 0.267403 
28 0.253877 
29 0.243737 
30 0.236256 
31 0.230933 
32 0.227588 
33 0.226427 
34 0.228055 
35 0.233417 
36 0.243648 
37 0.259839 
38 0.28274 
39 0.312461 
40 0.34825 
41 0.388451 
42 0.430728 
43 0.472522 
44 0.511615 
45 0.546554 
46 0.576791 
47 0.602522 
48 0.624363 
49 0.643031 
50 0.659149 
51 0.673169 
52 0.68539 
53 0.695994 
54 0.705093 
55 0.71274 
56 0.718953 
57 0.723727 
58 0.727037 
59 0.728844 
60 0.729073 
61 0.727594 
62 0.724206 
63 0.718642 
64 0.71057 
65 0.699597 
66 0.685247 
67 0.66694 
68 0.644018 
69 0.615871 
70 0.582202 
71 0.543366 
72 0.500642 
73 0.456175 
74 0.412542 
75 0.372091 
76 0.336424 
77 0.306199 
78 0.281273 
79 0.261006 
80 0.2446 
81 0.231373 
82 0.220941 
83 0.213268 
84 0.208633 
85 0.207523 
86 0.210534 
87 0.218283 
88 0.23137 
89 0.250317 
90 0.275494 
91 0.306994 
92 0.344502 
93 0.387215 
94 0.433852 
95 0.482791 
96 0.532257 
97 0.580501 
98 0.625924 
99 0.667162 
100 0.703153 
