0 0 0.111725 
-0.08 0 0.0795676 
-0.16 0 0.0489092 
-0.24 0 0.0142822 
-0.32 0 -0.00508921 
-0.4 0 -0.0323418 
-0.48 0 -0.0615182 
-0.56 0 -0.0940187 
-0.64 0 -0.122722 
-0.72 0 -0.152245 
-0.8 0 -0.187832 
-0.88 0 -0.226367 
-0.96 0 -0.275112 
-1.04 0 -0.299617 
-1.12 0 -0.348813 
-1.2 0 -0.412028 
-1.28 0 -0.417889 
-1.36 0 -0.417812 
-1.44 0 -0.351149 
-1.52 0 -0.251065 
-1.6 0 -0.194658 
-1.68 0 -0.154271 
-1.76 0 -0.122305 
-1.84 0 -0.0957718 
-1.92 0 -0.0730939 
-2 0 -0.0533161 
-2.08 0 -0.0358078 
-2.16 0 -0.0201284 
-2.24 0 -0.00595583 
-2.32 0 0.00695253 
-2.4 0 0.0187848 
-2.48 0 0.0296899 
-2.56 0 0.039788 
-2.64 0 0.0491771 
-2.72 0 0.0579389 
-2.8 0 0.0661417 
-2.88 0 0.0738434 
-2.96 0 0.0810936 
-3.04 0 0.087935 
-3.12 0 0.0944046 
-3.2 0 0.100535 
-3.28 0 0.106354 
-3.36 0 0.111888 
-3.44 0 0.117158 
-3.52 0 0.122184 
-3.6 0 0.126985 
-3.68 0 0.131576 
-3.76 0 0.135972 
-3.84 0 0.140185 
-3.92 0 0.144228 
-4 0 0.148111 
0 0.04 0.112535 
-0.08 0.04 0.0823912 
-0.16 0.04 0.051329 
-0.24 0.04 0.0208743 
-0.32 0.04 -0.00269989 
-0.4 0.04 -0.0291034 
-0.48 0.04 -0.057407 
-0.56 0.04 -0.0878314 
-0.64 0.04 -0.117028 
-0.72 0.04 -0.146633 
-0.8 0.04 -0.180309 
-0.88 0.04 -0.218115 
-0.96 0.04 -0.256807 
-1.04 0.04 -0.292601 
-1.12 0.04 -0.336508 
-1.2 0.04 -0.395083 
-1.28 0.04 -0.39782 
-1.36 0.04 -0.367172 
-1.44 0.04 -0.317059 
-1.52 0.04 -0.245924 
-1.6 0.04 -0.19266 
-1.68 0.04 -0.153109 
-1.76 0.04 -0.121517 
-1.84 0.04 -0.0951866 
-1.92 0.04 -0.0726383 
-2 0.04 -0.0529494 
-2.08 0.04 -0.0355064 
-2.16 0.04 -0.0198705 
-2.24 0.04 -0.00573675 
-2.32 0.04 0.00714516 
-2.4 0.04 0.018957 
-2.48 0.04 0.0298394 
-2.56 0.04 0.0399183 
-2.64 0.04 0.0492967 
-2.72 0.04 0.05805 
-2.8 0.04 0.0662432 
-2.88 0.04 0.073935 
-2.96 0.04 0.0811765 
-3.04 0.04 0.0880106 
-3.12 0.04 0.0944755 
-3.2 0.04 0.100602 
-3.28 0.04 0.106417 
-3.36 0.04 0.111948 
-3.44 0.04 0.117215 
-3.52 0.04 0.122237 
-3.6 0.04 0.127034 
-3.68 0.04 0.131621 
-3.76 0.04 0.136014 
-3.84 0.04 0.140224 
-3.92 0.04 0.144265 
-4 0.04 0.148145 
0 0.08 0.113959 
-0.08 0.08 0.0841274 
-0.16 0.08 0.0547331 
-0.24 0.08 0.026254 
-0.32 0.08 0.000791527 
-0.4 0.08 -0.0252165 
-0.48 0.08 -0.052643 
-0.56 0.08 -0.0812599 
-0.64 0.08 -0.109785 
-0.72 0.08 -0.139037 
-0.8 0.08 -0.17088 
-0.88 0.08 -0.205474 
-0.96 0.08 -0.240365 
-1.04 0.08 -0.275017 
-1.12 0.08 -0.31588 
-1.2 0.08 -0.37276 
-1.28 0.08 -0.365304 
-1.36 0.08 -0.331977 
-1.44 0.08 -0.288876 
-1.52 0.08 -0.234713 
-1.6 0.08 -0.187632 
-1.68 0.08 -0.150179 
-1.76 0.08 -0.119567 
-1.84 0.08 -0.0937844 
-1.92 0.08 -0.0715756 
-2 0.08 -0.0521114 
-2.08 0.08 -0.034828 
-2.16 0.08 -0.0193128 
-2.24 0.08 -0.00526554 
-2.32 0.08 0.0075441 
-2.4 0.08 0.0192969 
-2.48 0.08 0.0301409 
-2.56 0.08 0.0401842 
-2.64 0.08 0.0495322 
-2.72 0.08 0.0582565 
-2.8 0.08 0.0664276 
-2.88 0.08 0.0741034 
-2.96 0.08 0.0813301 
-3.04 0.08 0.0881501 
-3.12 0.08 0.0946027 
-3.2 0.08 0.100718 
