1 0.284921 
2 0.253246 
3 0.226826 
4 0.205485 
5 0.188956 
6 0.17701 
7 0.169487 
8 0.166264 
9 0.167193 
10 0.172071 
11 0.180688 
12 0.192939 
13 0.208976 
14 0.229299 
15 0.254752 
16 0.286363 
17 0.324997 
18 0.370871 
19 0.423029 
20 0.479086 
21 0.535525 
22 0.588556 
23 0.635167 
24 0.673804 
25 0.704398 
26 0.727918 
27 0.745789 
28 0.759429 
29 0.769998 
30 0.778298 
31 0.784773 
32 0.789548 
33 0.792498 
34 0.793308 
35 0.791529 
36 0.786606 
37 0.777885 
38 0.764657 
39 0.74626 
40 0.722263 
41 0.692685 
42 0.658112 
43 0.619649 
44 0.578678 
45 0.53657 
46 0.494472 
47 0.453273 
48 0.413686 
49 0.376381 
50 0.342061 
51 0.311456 
52 0.285223 
53 0.263822 
54 0.247389 
55 0.235683 
56 0.228117 
57 0.223874 
58 0.222071 
59 0.221922 
60 0.222862 
61 0.224608 
62 0.227139 
63 0.23064 
64 0.235411 
65 0.241824 
66 0.250316 
67 0.261448 
68 0.275986 
69 0.294935 
70 0.319444 
71 0.3505 
72 0.388442 
73 0.432484 
74 0.480567 
75 0.52971 
76 0.576726 
77 0.61895 
78 0.65469 
79 0.683308 
80 0.705036 
81 0.720664 
82 0.73122 
83 0.737713 
84 0.740933 
85 0.741358 
86 0.739125 
87 0.734084 
88 0.725891 
89 0.714105 
90 0.698252 
91 0.677866 
92 0.652531 
93 0.621962 
94 0.586156 
95 0.545569 
96 0.501236 
97 0.454754 
98 0.408078 
99 0.363188 
100 0.321756 
