1 -0.804139 
2 -0.793205 
3 -0.775921 
4 -0.75148 
5 -0.719425 
6 -0.679878 
7 -0.633748 
8 -0.58282 
9 -0.529582 
10 -0.476777 
11 -0.426767 
12 -0.380968 
13 -0.339575 
14 -0.301625 
15 -0.265327 
16 -0.228528 
17 -0.189221 
18 -0.146094 
19 -0.0989977 
20 -0.049152 
21 0.00115419 
22 0.0493541 
23 0.0935286 
24 0.132985 
25 0.168269 
26 0.200759 
27 0.232125 
28 0.263884 
29 0.297095 
30 0.332215 
31 0.369106 
32 0.407161 
33 0.445554 
34 0.483493 
35 0.520416 
36 0.556048 
37 0.590326 
38 0.623257 
39 0.654765 
40 0.684597 
41 0.712322 
42 0.73741 
43 0.759351 
44 0.777739 
45 0.792276 
46 0.802682 
47 0.808582 
48 0.809412 
49 0.804428 
50 0.792805 
51 0.773826 
52 0.747096 
53 0.7127 
54 0.671266 
55 0.623927 
56 0.57221 
57 0.517908 
58 0.462945 
59 0.409236 
60 0.358505 
61 0.312114 
62 0.270932 
63 0.235295 
64 0.205048 
65 0.17963 
66 0.158152 
67 0.139466 
68 0.122216 
69 0.104891 
70 0.0859116 
71 0.0637869 
72 0.0373348 
73 0.00590839 
74 -0.0304972 
75 -0.0713262 
76 -0.115675 
77 -0.162502 
78 -0.210735 
79 -0.259326 
80 -0.307312 
81 -0.35393 
82 -0.398743 
83 -0.441678 
84 -0.482925 
85 -0.522737 
86 -0.561207 
87 -0.598132 
88 -0.633023 
89 -0.665243 
90 -0.694208 
91 -0.719554 
92 -0.7412 
93 -0.759324 
94 -0.774267 
95 -0.786422 
96 -0.796127 
97 -0.803552 
98 -0.808605 
99 -0.810886 
100 -0.809699 
