0 0 0 2 1 0
0.016895 0 0 1 1 0
0.0251466 0 0 1 1 0
0.0332213 0 0 1 1 0
0.0410721 0 0 1 1 0
0.0486387 0 0 1 1 0
0.0558433 0 0 1 1 0
0.0625844 0 0 1 1 0
0.0687301 0 0 1 1 0
0.0741086 0 0 1 1 0
0.0784989 0 0 1 1 0
0.0816241 0 0 1 1 0
0.083158 0 0 1 1 0
0.0832566 0 0 2 1 0
0.0821931 0 0 2 1 0
0.0788774 0 0 2 1 0
0.0732928 0 0 2 1 0
0.0656706 0 0 2 1 0
0.0564244 0 0 2 1 0
0.0460392 0 0 2 1 0
0.0349928 0 0 2 1 0
0.0237366 0 0 2 1 0
0.0127132 0 0 2 1 0
0.00239288 0 0 2 1 0
-0.00669352 0 0 2 1 0
-0.0139481 0 0 2 1 0
-0.0187681 0 0 2 1 0
-0.0206997 0 0 2 1 0
-0.0207271 0 0 2 1 0
-0.0192236 0 0 2 1 0
-0.0149512 0 0 2 1 0
-0.00834542 0 0 2 1 0
0.000133159 0 0 2 1 0
0.0100857 0.0411836 0.0411836 2 1 0
0.0211974 0.0784669 0.0784669 2 1 0
0.0332291 0.10183 0.10183 2 1 0
0.0460006 0.119616 0.119616 2 1 0
0.0593761 0.134032 0.134032 2 1 0
0.0732519 0.146086 0.146086 2 1 0
0.0875479 0.15635 0.15635 2 1 0
0.102201 0.165188 0.165188 2 1 0
0.117162 0.172855 0.172855 2 1 0
0.13239 0.179536 0.179536 2 1 0
0.147854 0.185371 0.185371 2 1 0
0.163525 0.19047 0.19047 2 1 0
0.179382 0.194922 0.194922 2 1 0
0.195406 0.198798 0.198798 2 1 0
0.203845 0.200601 0.200601 2 1 0
0.220075 0.203721 0.203721 1 1 0
0.236455 0.206386 0.206386 1 1 0
0.252955 0.208646 0.208646 1 1 0
0.269566 0.210533 0.210533 1 1 0
0.286281 0.212075 0.212075 1 1 0
0.303092 0.213299 0.213299 1 1 0
0.319992 0.214224 0.214224 1 1 0
0.336977 0.214871 0.214871 1 1 0
0.35404 0.215256 0.215256 1 1 0
0.371178 0.215393 0.215393 1 1 0
0.388387 0.215296 0.215296 1 1 0
0.405664 0.214976 0.214976 1 1 0
0.423004 0.214443 0.214443 1 1 0
0.440405 0.213706 0.213706 1 1 0
0.457865 0.212773 0.212773 1 1 0
0.475382 0.211652 0.211652 1 1 0
0.492952 0.210348 0.210348 1 1 0
0.510574 0.208866 0.208866 1 1 0
0.203827 0.200601 0.200601 4 4 0
0.205326 0.198965 0.198965 4 4 0
0.209482 0.194368 0.194368 4 4 0
0.215046 0.187738 0.187738 4 4 0
0.220949 0.179964 0.179964 4 4 0
0.226491 0.171758 0.171758 4 4 0
0.231302 0.163649 0.163649 4 4 0
0.235251 0.15598 0.15598 4 4 0
0.238322 0.148948 0.148948 4 4 0
0.24051 0.142667 0.142667 4 4 0
0.241749 0.13722 0.13722 4 4 0
0.241962 0.134467 0.134467 4 4 0
0.241239 0.13051 0.13051 3 4 0
0.238774 0.127472 0.127472 3 4 0
0.2343 0.125179 0.125179 3 4 0
0.227977 0.123287 0.123287 3 4 0
0.220299 0.12148 0.12148 3 4 0
0.211767 0.119564 0.119564 3 4 0
0.202758 0.117442 0.117442 3 4 0
0.193533 0.115073 0.115073 3 4 0
0.184278 0.112441 0.112441 3 4 0
0.175134 0.109544 0.109544 3 4 0
0.166209 0.106383 0.106383 3 4 0
0.157595 0.102966 0.102966 3 4 0
0.149369 0.0993061 0.0993061 3 4 0
0.141595 0.0954196 0.0954196 3 4 0
0.134327 0.0913284 0.0913284 3 4 0
0.127605 0.0870599 0.0870599 3 4 0
0.121455 0.0826457 0.0826457 3 4 0
0.115893 0.0781217 0.0781217 3 4 0
0.110915 0.0735261 0.0735261 3 4 0
0.10651 0.068898 0.068898 3 4 0
0.102651 0.0642753 0.0642753 3 4 0
0.0993032 0.0596939 0.0596939 3 4 0
0.0964268 0.0551857 0.0551857 3 4 0
0.0939772 0.0507785 0.0507785 3 4 0
0.0919089 0.0464955 0.0464955 3 4 0
0.0901769 0.0423553 0.0423553 3 4 0
0.0887383 0.0383727 0.0383727 3 4 0
0.0875532 0.0345589 0.0345589 3 4 0
0.0865853 0.0309222 0.0309222 3 4 0
0.0858019 0.0274684 0.0274684 3 4 0
0.085174 0.0242014 0.0242014 3 4 0
0.0846762 0.0211239 0.0211239 3 4 0
0.0842865 0.0182373 0.0182373 3 4 0
0.0839857 0.0155421 0.0155421 3 4 0
0.0837576 0.0130379 0.0130379 3 4 0
0.083588 0.0107239 0.0107239 3 4 0
0.0834653 0.00859769 0.00859769 3 4 0
0.0833793 0.0066554 0.0066554 3 4 0
0.0833216 0.00488828 0.00488828 3 4 0
0.0832853 0.00327253 0.00327253 3 4 0
0.0832749 0.00262326 0.00262326 3 4 0
0.0832682 0.00209291 0.00209291 3 4 0
0.0832634 0.00161375 0.00161375 3 4 0
0.0832602 0.00117813 0.00117813 3 4 0
0.0832582 0.000778982 0.000778982 3 4 0
0.0832576 0.000619202 0.000619202 3 4 0
0.0832572 0.000489711 0.000489711 3 4 0
0.0832569 0.000372995 0.000372995 3 4 0
0.0832568 0.000266898 0.000266898 3 4 0
0.0832566 0.000168904 0.000168904 4 4 0
0.0832566 0.000130276 0.000130276 4 4 0
0.0832566 9.9865e-05 9.9865e-05 3 4 0
0.0832566 7.26855e-05 7.26855e-05 3 4 0
0.0832566 4.78177e-05 4.78177e-05 3 4 0
0.0832566 3.78867e-05 3.78867e-05 3 4 0
0.0832566 2.9863e-05 2.9863e-05 3 4 0
0.0832566 2.26367e-05 2.26367e-05 3 4 0
0.0832566 1.60664e-05 1.60664e-05 3 4 0
0.0832566 9.9721e-06 9.9721e-06 3 4 0
0.0832566 7.58364e-06 7.58364e-06 3 4 0
0.0832566 5.72622e-06 5.72622e-06 3 4 0
0.0832566 4.07182e-06 4.07182e-06 3 4 0
0.0832566 2.5425e-06 2.5425e-06 3 4 0
0.0832566 1.94431e-06 1.94431e-06 4 4 0
0.0832566 1.47671e-06 1.47671e-06 4 4 0
0.0832566 1.0594e-06 1.0594e-06 4 4 0
0.0832566 8.86445e-07 8.86445e-07 4 4 0
0.0832566 8.86445e-07 8.86445e-07 4 4 0
